Name,Label,Canton_name
Therwil,2,Basel
Thierachern,5,Köniz
Thun,5,Köniz
Thundorf,15,St. Gallen
Thunstetten,5,Köniz
Thusis,11,Uzwil
Thônex,8,Genève
Thörigen,5,Köniz
Thürnen,2,Basel
Tinizong-Rona,11,Uzwil
Titterten,5,Köniz
Tobel-Tägerschen,15,St. Gallen
Toffen,5,Köniz
Tolochenaz,23,La Chaux-de-Fonds
Torny,20,Lausanne
Torricella-Taverne,25,Lugano
Trachselwald,5,Köniz
Tramelan,23,La Chaux-de-Fonds
Trasadingen,9,Winterthur
Treiten,5,Köniz
Trey,20,Lausanne
Treycovagnes,20,Lausanne
Treytorrens (Payerne),20,Lausanne
Treyvaux,17,Bern
Triengen,3,Luzern
Trient,7,Sion
Trimbach,21,Zürich
Trimmis,15,St. Gallen
Trin,15,St. Gallen
Trogen,15,St. Gallen
Troinex,8,Genève
Troistorrents,7,Sion
Trub,5,Köniz
Trubschachen,5,Köniz
Trun,11,Uzwil
Truttikon,9,Winterthur
Trélex,20,Lausanne
Trüllikon,19,Frauenfeld
Tschappina,15,St. Gallen
Tschiertschen-Praden,11,Uzwil
Tschugg,5,Köniz
Tuggen,22,Kriens
Tujetsch,11,Uzwil
Turbenthal,9,Winterthur
Turgi,21,Zürich
Turtmann-Unterems,17,Bern
Twann-Tüscherz,5,Köniz
Tägerig,21,Zürich
Tägertschi,5,Köniz
Tägerwilen,19,Frauenfeld
Täsch,7,Sion
Täuffelen,17,Bern
Tévenon,23,La Chaux-de-Fonds
Törbel,7,Sion
Tübach,19,Frauenfeld
Udligenswil,3,Luzern
Ueberstorf,5,Köniz
Uebeschi,5,Köniz
Ueken,21,Zürich
Uerkheim,5,Köniz
Uesslingen-Buch,19,Frauenfeld
Uetendorf,5,Köniz
Uetikon am See,9,Winterthur
Uezwil,21,Zürich
Ufhusen,3,Luzern
Uitikon,9,Winterthur
Ulmiz,20,Lausanne
Unterbäch,7,Sion
Untereggen,15,St. Gallen
Unterengstringen,9,Winterthur
Unterentfelden,2,Basel
Unteriberg,15,St. Gallen
Unterkulm,21,Zürich
Unterlangenegg,5,Köniz
Unterlunkhofen,9,Winterthur
Unterramsern,5,Köniz
Unterschächen,15,St. Gallen
Unterseen,5,Köniz
Untersiggenthal,9,Winterthur
Unterstammheim,19,Frauenfeld
Untervaz,15,St. Gallen
Unterägeri,15,St. Gallen
Urdorf,9,Winterthur
Urmein,11,Uzwil
Urnäsch,22,Kriens
Ursenbach,5,Köniz
Ursins,20,Lausanne
Ursy,20,Lausanne
Urtenen-Schönbühl,5,Köniz
Uster,9,Winterthur
Uttigen,5,Köniz
Uttwil,19,Frauenfeld
Utzenstorf,5,Köniz
Uznach,22,Kriens
Uzwil,11,Uzwil
Vacallo,25,Lugano
Val Müstair,11,Uzwil
Val Terbi,5,Köniz
Val-d'Illiez,7,Sion
Val-de-Charmey,17,Bern
Val-de-Ruz,23,La Chaux-de-Fonds
Val-de-Travers,23,La Chaux-de-Fonds
Valangin,23,La Chaux-de-Fonds
Valbirse,5,Köniz
Valbroye,17,Bern
Valeyres-sous-Montagny,23,La Chaux-de-Fonds
Valeyres-sous-Rances,20,Lausanne
Valeyres-sous-Ursins,20,Lausanne
Vallon,17,Bern
Vallorbe,20,Lausanne
Vals,11,Uzwil
Valsot,11,Uzwil
Vandoeuvres,8,Genève
Varen,7,Sion
Vaulion,20,Lausanne
Vaulruz,7,Sion
Vaumarcus,23,La Chaux-de-Fonds
Vaux-sur-Morges,20,Lausanne
Vaz/Obervaz,11,Uzwil
Vechigen,5,Köniz
Vellerat,14,Delémont
Veltheim (AG),21,Zürich
Vendlincourt,14,Delémont
Venthône,7,Sion
Verdabbio,11,Uzwil
Vergeletto,5,Köniz
Vernate,25,Lugano
Vernay,20,Lausanne
Vernayaz,7,Sion
Vernier,8,Genève
Versoix,20,Lausanne
Vevey,20,Lausanne
Vex,7,Sion
Veyras,7,Sion
Veyrier,8,Genève
Veysonnaz,7,Sion
Veytaux,17,Bern
Vezia,25,Lugano
Vich,20,Lausanne
Vico Morcote,25,Lugano
Villarepos,17,Bern
Villars-Epeney,20,Lausanne
Villars-Sainte-Croix,20,Lausanne
Villars-le-Comte,20,Lausanne
Villars-le-Terroir,23,La Chaux-de-Fonds
Villars-sous-Yens,20,Lausanne
Villars-sur-Glâne,20,Lausanne
Villarsel-sur-Marly,20,Lausanne
Villarzel,17,Bern
Villaz-Saint-Pierre,20,Lausanne
Villeneuve (FR),20,Lausanne
Villeneuve (VD),7,Sion
Villeret,5,Köniz
Villigen,9,Winterthur
Villmergen,3,Luzern
Villnachern,21,Zürich
Villorsonnens,17,Bern
Vilters-Wangs,15,St. Gallen
Vinelz,5,Köniz
Vinzel,20,Lausanne
Vionnaz,7,Sion
Visp,7,Sion
Visperterminen,7,Sion
Vitznau,15,St. Gallen
Vogorno,25,Lugano
Volken,9,Winterthur
Volketswil,9,Winterthur
Vollèges,7,Sion
Vordemwald,5,Köniz
Vorderthal,0,Glarus Nord
Vouvry,7,Sion
Vuadens,7,Sion
Vuarrens,20,Lausanne
Vucherens,20,Lausanne
Vufflens-la-Ville,20,Lausanne
Vufflens-le-Château,20,Lausanne
Vugelles-La Mothe,23,La Chaux-de-Fonds
Vuissens,17,Bern
Vuisternens-devant-Romont,17,Bern
Vuisternens-en-Ogoz,20,Lausanne
Vuiteboeuf,20,Lausanne
Vulliens,20,Lausanne
Vullierens,20,Lausanne
Vully-les-Lacs,17,Bern
Vérossaz,7,Sion
Vétroz,7,Sion
Wachseldorn,5,Köniz
Wagenhausen,19,Frauenfeld
Wahlen,6,Zuchwil
Walchwil,22,Kriens
Wald (AR),15,St. Gallen
Wald (BE),5,Köniz
Wald (ZH),22,Kriens
Waldenburg,5,Köniz
Waldkirch,15,St. Gallen
Waldstatt,19,Frauenfeld
Walenstadt,22,Kriens
Walkringen,5,Köniz
Wallbach,21,Zürich
Wallenried,20,Lausanne
Wallisellen,9,Winterthur
Walliswil bei Niederbipp,6,Zuchwil
Walliswil bei Wangen,5,Köniz
Walperswil,17,Bern
Waltalingen,19,Frauenfeld
Waltensburg/Vuorz,11,Uzwil
Waltenschwil,9,Winterthur
Walterswil (BE),5,Köniz
Walterswil (SO),21,Zürich
Walzenhausen,15,St. Gallen
Wangen (SZ),22,Kriens
Wangen an der Aare,6,Zuchwil
Wangen bei Olten,2,Basel
Wangen-Brüttisellen,9,Winterthur
Wangenried,5,Köniz
Wartau,15,St. Gallen
Warth-Weiningen,19,Frauenfeld
Wassen,22,Kriens
Wasterkingen,9,Winterthur
Wattenwil,5,Köniz
Wattwil,22,Kriens
Wauwil,5,Köniz
Weesen,0,Glarus Nord
Wegenstetten,2,Basel
Weggis,3,Luzern
Weiach,9,Winterthur
Weinfelden,19,Frauenfeld
Weiningen (ZH),9,Winterthur
Weisslingen,9,Winterthur
Welschenrohr,6,Zuchwil
Wengi,5,Köniz
Wenslingen,2,Basel
Werthenstein,3,Luzern
Wettingen,21,Zürich
Wettswil am Albis,9,Winterthur
Wetzikon (ZH),9,Winterthur
Wichtrach,5,Köniz
Widen,9,Winterthur
Widnau,15,St. Gallen
Wiedlisbach,5,Köniz
Wiesendangen,9,Winterthur
Wiggiswil,5,Köniz
Wigoltingen,19,Frauenfeld
Wikon,21,Zürich
Wil (SG),19,Frauenfeld
Wil (ZH),9,Winterthur
Wila,19,Frauenfeld
Wilchingen,9,Winterthur
Wildberg,9,Winterthur
Wilderswil,5,Köniz
Wildhaus-Alt St. Johann,15,St. Gallen
Wilen (TG),0,Glarus Nord
Wiler (Lötschen),5,Köniz
Wiler bei Utzenstorf,5,Köniz
Wileroltigen,20,Lausanne
Wiliberg,21,Zürich
Willadingen,5,Köniz
Willisau,3,Luzern
Wimmis,7,Sion
Windisch,21,Zürich
Winkel,9,Winterthur
Wintersingen,21,Zürich
Winterthur,9,Winterthur
Winznau,21,Zürich
Wisen (SO),2,Basel
Wislikofen,9,Winterthur
Wittenbach,19,Frauenfeld
Witterswil,2,Basel
Wittinsburg,21,Zürich
Wittnau,2,Basel
Wohlen (AG),3,Luzern
Wohlen bei Bern,17,Bern
Wohlenschwil,21,Zürich
Wolfenschiessen,5,Köniz
Wolfhalden,15,St. Gallen
Wolfisberg,5,Köniz
Wolfwil,21,Zürich
Wolhusen,3,Luzern
Wollerau,22,Kriens
Worb,5,Köniz
Worben,17,Bern
Wuppenau,15,St. Gallen
Wynau,5,Köniz
Wynigen,5,Köniz
Wyssachen,5,Köniz
Wädenswil,22,Kriens
Wäldi,19,Frauenfeld
Wängi,9,Winterthur
Wölflinswil,2,Basel
Wünnewil-Flamatt,5,Köniz
Würenlingen,9,Winterthur
Würenlos,9,Winterthur
Yens,20,Lausanne
Yverdon-les-Bains,20,Lausanne
Yvonand,20,Lausanne
Yvorne,7,Sion
Zeglingen,21,Zürich
Zeihen,21,Zürich
Zeiningen,21,Zürich
Zell (LU),21,Zürich
Zell (ZH),9,Winterthur
Zeneggen,17,Bern
Zermatt,7,Sion
Zernez,11,Uzwil
Zetzwil,21,Zürich
Ziefen,2,Basel
Zielebach,5,Köniz
Zihlschlacht-Sitterdorf,15,St. Gallen
Zillis-Reischen,11,Uzwil
Zizers,15,St. Gallen
Zofingen,21,Zürich
Zollikofen,5,Köniz
Zollikon,21,Zürich
Zuchwil,6,Zuchwil
Zufikon,9,Winterthur
Zug,4,Zug
Zullwil,5,Köniz
Zumholz,7,Sion
Zumikon,21,Zürich
Zunzgen,21,Zürich
Zuoz,11,Uzwil
Zuzgen,2,Basel
Zuzwil (BE),5,Köniz
Zuzwil (SG),15,St. Gallen
Zweisimmen,5,Köniz
Zwieselberg,5,Köniz
Zwingen,6,Zuchwil
Zwischbergen,7,Sion
Zäziwil,22,Kriens
Zürich,21,Zürich
